id,canonical_slug,name,created,description,context_length,supported_parameters,hugging_face_id,knowledge_cutoff,expiration_date,supported_voices
meta/muse-glimmer-30b,meta/muse-glimmer-30b-20260810,Meta: Muse Glimmer 30B,1786302394,"Muse Glimmer 30B is a dense, open-weight multimodal model from Meta Superintelligence Labs, distilled from Muse Spark and optimized for autonomous agents on consumer hardware. It is suited for long-horizon...",131072,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; reasoning_effort; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,meta-models/Muse-Glimmer-30B,,,
meta/muse-glimmer-30b:batch,meta/muse-glimmer-30b-20260810,Meta: Muse Glimmer 30B (batch),1786302394,"Muse Glimmer 30B is a dense, open-weight multimodal model from Meta Superintelligence Labs, distilled from Muse Spark and optimized for autonomous agents on consumer hardware. It is suited for long-horizon...",131072,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; reasoning_effort; repetition_penalty; response_format; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,meta-models/Muse-Glimmer-30B,,,
meta/muse-spark-1.2,meta/muse-spark-1.2-20260805,Meta: Muse Spark 1.2,1785959287,"Muse Spark 1.2 is a reasoning model from Meta, designed for complex agentic tasks. It accepts text, images, video, audio, and PDF documents, returns text, and offers a 1M-token context...",1048576,include_reasoning; max_tokens; reasoning; reasoning_effort; repetition_penalty; response_format; structured_outputs; temperature; tool_choice; tools; top_k; top_p,,,,
~deepseek/deepseek-v4-flash-latest,~deepseek/deepseek-v4-flash-latest,DeepSeek: DeepSeek V4 Flash Latest,1785606009,This model always redirects to the latest model in the DeepSeek V4 Flash family.,1310720,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; parallel_tool_calls; presence_penalty; reasoning; reasoning_effort; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_a; top_k; top_logprobs; top_p,,,,
deepseek/deepseek-v4-flash-0731,deepseek/deepseek-v4-flash-20260731,DeepSeek: DeepSeek V4 Flash 0731,1785478908,"DeepSeek V4 Flash 0731 is a sparse mixture-of-experts model from DeepSeek, with 13B active parameters out of 284B total. This re-post-trained revision is suited for coding, reasoning, and agent workflows....",1310720,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; parallel_tool_calls; presence_penalty; reasoning; reasoning_effort; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_a; top_k; top_logprobs; top_p,deepseek-ai/DeepSeek-V4-Flash-0731,,,
deepseek/deepseek-v4-flash-0731:batch,deepseek/deepseek-v4-flash-20260731,DeepSeek: DeepSeek V4 Flash 0731 (batch),1785478908,"DeepSeek V4 Flash 0731 is a sparse mixture-of-experts model from DeepSeek, with 13B active parameters out of 284B total. This re-post-trained revision is suited for coding, reasoning, and agent workflows....",1048576,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; reasoning_effort; repetition_penalty; response_format; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,deepseek-ai/DeepSeek-V4-Flash-0731,,,
thinkingmachines/inkling-small,thinkingmachines/inkling-small-20260730,Thinking Machines: Inkling Small,1785443117,"Inkling Small is an open-weight multimodal mixture-of-experts model from Thinking Machines Lab, with 12B active parameters out of 276B total. It is positioned as the smaller, more efficient member of...",1048576,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; reasoning_effort; repetition_penalty; seed; stop; temperature; tool_choice; tools; top_k; top_logprobs; top_p,thinkingmachines/Inkling-Small,,,
thinkingmachines/inkling-small:batch,thinkingmachines/inkling-small-20260730,Thinking Machines: Inkling Small (batch),1785443117,"Inkling Small is an open-weight multimodal mixture-of-experts model from Thinking Machines Lab, with 12B active parameters out of 276B total. It is positioned as the smaller, more efficient member of...",524288,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; reasoning_effort; repetition_penalty; stop; temperature; tool_choice; tools; top_k; top_logprobs; top_p,thinkingmachines/Inkling-Small,,,
thinkingmachines/inkling-small:free,thinkingmachines/inkling-small-20260730,Thinking Machines: Inkling Small (free),1785443117,"Inkling Small is an open-weight multimodal mixture-of-experts model from Thinking Machines Lab, with 12B active parameters out of 276B total. It is positioned as the smaller, more efficient member of...",1048576,frequency_penalty; include_reasoning; max_tokens; presence_penalty; reasoning; reasoning_effort; seed; stop; temperature; tools; top_p,thinkingmachines/Inkling-Small,,,
qwen/qwen3.7-flash,qwen/qwen3.7-flash-20260727,Qwen: Qwen3.7 Flash,1785190561,"Qwen3.7 Flash is a vision-language reasoning model from Alibaba. It is suited for multimodal agents, visual coding, search, and computer interaction, with strengths in object recognition, spatial understanding, and real-world...",1000000,include_reasoning; logprobs; max_tokens; presence_penalty; reasoning; response_format; seed; temperature; tool_choice; tools; top_logprobs; top_p,,,,
anthropic/claude-opus-5,anthropic/claude-opus-5-20260723,Claude Opus 5,1784912544,"Claude Opus 5 is Anthropic’s flagship model for demanding reasoning, coding, and long-horizon agentic work. It is particularly strong at end-to-end software tasks, code review and bug finding, visual analysis...",1000000,include_reasoning; max_completion_tokens; max_tokens; reasoning; reasoning_effort; response_format; stop; structured_outputs; temperature; tool_choice; tools; verbosity,,,,
anthropic/claude-opus-5:batch,anthropic/claude-opus-5-20260723,Claude Opus 5 (batch),1784912544,"Claude Opus 5 is Anthropic’s flagship model for demanding reasoning, coding, and long-horizon agentic work. It is particularly strong at end-to-end software tasks, code review and bug finding, visual analysis...",1000000,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; stop; structured_outputs; tool_choice; tools; verbosity,,,,
inclusionai/ling-3.0-flash,inclusionai/ling-3.0-flash-20260723,inclusionAI: Ling 3.0 Flash,1784818580,"*Ling-3.0-flash* is a *124B-parameter Mixture-of-Experts (MoE) model*, with approximately *5.1B parameters activated per token*. The model is designed with *token efficiency and production-scale agentic inference* as key priorities, enabling developers...",262144,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; temperature; tool_choice; tools; top_k; top_logprobs; top_p,inclusionAI/Ling-3.0-flash,,,
poolside/laguna-s-2.1,poolside/laguna-s-2.1-20260720,Poolside: Laguna S 2.1,1784652683,"Laguna S 2.1 is the latest coding agent model from [Poolside](<https://poolside.ai/>). Laguna S 2.1 is a 118B total parameter model with 8B active parameters, scoring 70.2% on Terminal-Bench 2.1 and...",1048576,include_reasoning; max_tokens; reasoning; temperature; tool_choice; tools,poolside/Laguna-S-2.1,,,
poolside/laguna-s-2.1:free,poolside/laguna-s-2.1-20260720,Poolside: Laguna S 2.1 (free),1784652683,"Laguna S 2.1 is the latest coding agent model from [Poolside](<https://poolside.ai/>). Laguna S 2.1 is a 118B total parameter model with 8B active parameters, scoring 70.2% on Terminal-Bench 2.1 and...",262144,include_reasoning; max_tokens; reasoning; temperature; tool_choice; tools,poolside/Laguna-S-2.1,,,
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,Google: Gemini 3.6 Flash,1784646733,"Gemini 3.6 Flash is a high-efficiency model from Google for coding, agentic workflows, and web and app development. It is designed to produce polished outputs with fewer unnecessary edits and...",1048576,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,,,,
google/gemini-3.6-flash:batch,google/gemini-3.6-flash-20260721,Google: Gemini 3.6 Flash (batch),1784646733,"Gemini 3.6 Flash is a high-efficiency model from Google for coding, agentic workflows, and web and app development. It is designed to produce polished outputs with fewer unnecessary edits and...",1048576,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; stop; structured_outputs; tool_choice; tools,,,,
google/gemini-3.5-flash-lite,google/gemini-3.5-flash-lite-20260721,Google: Gemini 3.5 Flash Lite,1784646726,"Gemini 3.5 Flash Lite is a high-efficiency model from Google with upgraded agentic capabilities. It is suited for subagents that execute focused tasks within complex, multi-agent workflows.",1048576,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,,,,
google/gemini-3.5-flash-lite:batch,google/gemini-3.5-flash-lite-20260721,Google: Gemini 3.5 Flash Lite (batch),1784646726,"Gemini 3.5 Flash Lite is a high-efficiency model from Google with upgraded agentic capabilities. It is suited for subagents that execute focused tasks within complex, multi-agent workflows.",1048576,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; stop; structured_outputs; tool_choice; tools,,,,
meituan/longcat-2.0,meituan/longcat-2.0-20260720,Meituan: LongCat 2.0,1784554658,"LongCat 2.0 is a sparse mixture-of-experts language model from Meituan, with 48B active parameters out of 1.6T total. It is suited for coding, repository-level changes, long-horizon problem solving, and agentic...",1048756,frequency_penalty; include_reasoning; logit_bias; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; seed; stop; temperature; tool_choice; tools; top_k; top_p,meituan-longcat/LongCat-2.0,,,
thinkingmachines/inkling,thinkingmachines/inkling-20260715,Thinking Machines: Inkling,1784325956,"Inkling is an open-weight multimodal mixture-of-experts model from Thinking Machines Lab, with 41B active parameters out of 975B total. It is designed for general-purpose reasoning, coding, agentic and tool-use systems,...",1048576,frequency_penalty; include_reasoning; logit_bias; max_tokens; min_p; presence_penalty; reasoning; reasoning_effort; repetition_penalty; seed; stop; temperature; tool_choice; tools; top_k; top_p,thinkingmachines/Inkling,,,
thinkingmachines/inkling:batch,thinkingmachines/inkling-20260715,Thinking Machines: Inkling (batch),1784325956,"Inkling is an open-weight multimodal mixture-of-experts model from Thinking Machines Lab, with 41B active parameters out of 975B total. It is designed for general-purpose reasoning, coding, agentic and tool-use systems,...",524288,frequency_penalty; include_reasoning; logit_bias; max_tokens; min_p; presence_penalty; reasoning; reasoning_effort; repetition_penalty; stop; temperature; tool_choice; tools; top_k; top_p,thinkingmachines/Inkling,,,
thinkingmachines/inkling:free,thinkingmachines/inkling-20260715,Thinking Machines: Inkling (free),1784325956,"Inkling is an open-weight multimodal mixture-of-experts model from Thinking Machines Lab, with 41B active parameters out of 975B total. It is designed for general-purpose reasoning, coding, agentic and tool-use systems,...",1048576,frequency_penalty; include_reasoning; max_tokens; presence_penalty; reasoning; reasoning_effort; seed; stop; temperature; tools; top_p,thinkingmachines/Inkling,,,
openrouter/auto-beta,openrouter/auto-beta,Auto Router (Beta),1784311165,"Auto Router (Beta) is a task-aware router from OpenRouter. It classifies each request, then routes it the [most popular model](/rankings#task-spend) for that task based on aggregate spend, filtered by your...",2000000,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; prediction; presence_penalty; reasoning; reasoning_effort; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_a; top_k; top_logprobs; top_p; web_search_options,,,,
moonshotai/kimi-k3,moonshotai/kimi-k3-20260715,MoonshotAI: Kimi K3,1784215858,"Kimi K3 is a 2.8T parameter open-weight multimodal reasoning model from Moonshot AI. It is suited for complex coding, knowledge work, and long-horizon agentic workflows, and is particularly strong at...",1048576,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; reasoning_effort; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,moonshotai/Kimi-K3,,,
moonshotai/kimi-k3:batch,moonshotai/kimi-k3-20260715,MoonshotAI: Kimi K3 (batch),1784215858,"Kimi K3 is a 2.8T parameter open-weight multimodal reasoning model from Moonshot AI. It is suited for complex coding, knowledge work, and long-horizon agentic workflows, and is particularly strong at...",1048576,frequency_penalty; include_reasoning; logit_bias; max_tokens; min_p; presence_penalty; reasoning; reasoning_effort; repetition_penalty; response_format; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,moonshotai/Kimi-K3,,,
meta/muse-spark-1.1,meta/muse-spark-1.1-20260709,Meta: Muse Spark 1.1,1784215741,"Muse Spark 1.1 is a multimodal reasoning model from Meta, built for agentic tasks. It accepts text, images, video, audio, and PDF documents and returns text, with a 1M-token context...",1048576,include_reasoning; max_tokens; reasoning; reasoning_effort; repetition_penalty; response_format; structured_outputs; temperature; tool_choice; tools; top_k; top_p,,,,
kwaipilot/kat-coder-pro-v2.5,kwaipilot/kat-coder-pro-v2.5-20260710,Kwaipilot: KAT-Coder-Pro V2.5,1783714589,"KAT-Coder-Pro V2.5 is a flagship-level Agentic Coding model that can directly hand over an entire issue or an entire business workflow to it, allowing it to autonomously locate and make...",262144,frequency_penalty; logit_bias; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,,,,
openai/gpt-5.6-luna-pro,openai/gpt-5.6-luna-pro-20260709,OpenAI: GPT-5.6 Luna Pro,1783590867,"GPT-5.6 Luna Pro is the same underlying model as [GPT-5.6 Luna](https://openrouter.ai/openai/gpt-5.6-luna), served with `reasoning.mode` set to `pro` for higher-quality responses on complex tasks.

Learn more in OpenAI's docs: https://developers.openai.com/api/docs/guides/reasoning#reasoning-mode",1050000,include_reasoning; max_completion_tokens; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,2026-02-16,,
